country,inflation_rate,exports_gdp_share,gdp_growth_rate,gdp_per_capita,adult_literacy_rate,primary_school_enrolment_rate,education_expenditure_gdp_share,measles_immunisation_rate,health_expenditure_gdp_share,income_inequality,unemployment_rate,life_expectancy,total_population
Andorra,,,9.56379752740844,42350.6970690874,,90.147346496582,2.66622996330261,98.0,,,,,79824.0
American Samoa,,46.9575200918485,1.73501577287065,19673.3901023197,,,,,,,,,44273.0
Algeria,9.26551551551553,31.4468558130383,3.60000000017391,5023.25293164928,,108.343933105469,,79.0,,,12.437,77.129,44903225.0
Albania,6.72520271530048,37.395422208546,4.85640165227306,6810.11404104233,98.5,95.6067123413086,2.74931001663208,86.0,,,11.588,76.833,2777689.0
Afghanistan,,18.3800424016375,-6.24017199240269,352.603733092107,,,,68.0,,,14.1,62.879,41128771.0
World,7.96757361617945,31.0209423965143,3.08960746444744,12730.1571671098,87.0117492675781,101.428039550781,3.72912001609802,83.5442409987272,,,5.26461597288318,71.9963523835841,7951595433.0
Upper middle income,8.48730869535043,25.562761129777,3.35715409317852,10190.883998462,95.9559707641602,101.90364074707,3.72994494438172,90.4790587570914,,,5.93922577248482,75.6956921126255,2803249752.0
Sub-Saharan Africa (IDA & IBRD countries),9.45955253039717,26.890649154617,3.66056242275046,1701.71726642046,67.7150115966797,98.8512268066406,3.37885999679566,68.6447668560449,,,6.0782191698974,60.7643999775278,1211190002.0
Sub-Saharan Africa (excluding high income),9.52526628622843,26.8180148377701,3.65032149552491,1700.18641364767,67.7116394042969,98.8512878417969,3.37885999679566,68.643516467753,,,6.0782191698974,60.7631048177053,1211070124.0
Sub-Saharan Africa,9.45955253039717,26.890649154617,3.66056242275046,1701.71726642046,67.7150115966797,98.8512268066406,3.37885999679566,68.6447668560449,,,6.0782191698974,60.7643999775278,1211190002.0
South Asia (IDA & IBRD),7.6507917679853,20.7508038609766,6.31221169170688,2254.56195751261,74.1877593994141,105.089416503906,1.97300004959106,91.7214919514819,,,5.14528947887754,68.1609330214255,1919348000.0
South Asia,7.6507917679853,20.7508038609766,6.31221169170688,2254.56195751261,74.1877593994141,105.089416503906,1.97300004959106,91.7214919514819,,,5.14528947887754,68.1609330214255,1919348000.0
Small states,6.27689319447544,75.1058182104891,7.685584096989,14176.6140571601,87.019660949707,102.560539245605,,83.8178282593365,,,8.11159054588073,72.1645255241764,19881389.0
Pre-demographic dividend,8.77721454724217,26.0507047988721,4.1405972463585,1579.54435449704,64.9779510498047,98.569206237793,3.13899993896484,68.6985760020096,,,5.21942761134312,60.503021172034,1038012552.0
Post-demographic dividend,7.83269124233323,31.194871982846,2.41323295588987,50759.6274098503,,99.9626312255859,,93.1455709798903,,,4.50999157227142,80.1676151914022,1114354147.0
Pacific island small states,6.67930581887121,34.0327201668312,9.30839715412249,3909.14166460187,,,,88.1151181452702,,,3.83067888737598,69.734834839395,2639019.0
Other small states,7.04234273681562,83.6615208748107,4.54016837834456,15844.3700627197,85.8374786376953,103.434791564941,,82.350525314736,,,8.27402660239824,72.870262555981,14095313.0
OECD members,8.23803240697186,30.6410119891321,2.77835122172057,43681.7314639081,,101.075828552246,,91.9594712029091,,,4.98417502472304,79.6307987453617,1377465841.0
North America,7.40280048696867,13.3647235999448,2.07867367857624,74980.8332051402,98.7406692504883,98.1231002807617,4.789785861969,92.0,16.1516106882186,,3.83374835132991,77.8387536959044,372274062.0
Middle income,8.27477490232654,25.8800008211282,3.85059248991735,6165.89619410795,86.8693313598633,101.768630981445,3.51972007751465,86.3574986293634,,,5.48401549316289,71.2879043700612,5823625402.0
Middle East & North Africa (IDA & IBRD countries),7.48175163603345,29.7832236861435,4.41432161507478,4152.18363676059,77.1763610839844,96.7881469726562,,86.9720654440582,,,11.0270037297221,72.2832541162233,419284769.0
Middle East & North Africa (excluding high income),6.65704202759067,29.6455508787855,4.41129157016933,4147.97463172171,77.3994979858398,96.7356109619141,,87.1389586544497,,,11.1777437501809,72.2970508645214,424328381.0
Middle East & North Africa,4.99476596381044,,5.74836266642129,9116.77278273094,80.3575897216797,96.7716827392578,,88.3798234644846,,,9.55675996872468,73.2112632494725,493279469.0
Lower middle income,7.93092925430087,27.6549833833924,5.82230668120529,2430.52646293958,77.7956314086914,101.678001403809,3.24026989936829,84.17893280131,,,4.94016547872947,67.1969794891736,3020375650.0
Low income,9.95043894711641,21.7293894488991,3.73694196526743,753.954266799717,61.8706207275391,100.617980957031,3.73600006103516,66.1009534389586,,,5.14926266343129,63.0113103919239,703727949.0
Low & middle income,8.33370630096231,25.8054737459893,3.8490251921765,5582.45257367253,84.7953414916992,101.57878112793,3.54986000061035,82.4500684993205,,,5.4527967740796,70.3955870414692,6527353351.0
Least developed countries: UN classification,9.57337118555957,22.7246539616904,4.63041795567753,1267.00441526421,66.9641494750977,103.995956420898,3.21099996566772,71.5519419955511,,,5.25129524726093,64.9225785824994,1124396999.0
Latin America & the Caribbean (IDA & IBRD countries),7.83844572166295,28.0392306919238,4.00758799340008,9388.72096989775,94.5129013061523,103.73592376709,3.89409995079041,81.0649897755494,,,7.00229002695219,73.6438104178462,643884393.0
Latin America & Caribbean (excluding high income),8.27477490232654,26.8640783855548,3.87705264535334,9033.75537958903,94.3460922241211,103.623908996582,3.91705000400543,81.3873035944883,,,6.88776049465308,73.6124458798336,596596955.0
Latin America & Caribbean,7.7806152516404,28.0771081241262,3.98793094722834,9618.70743198645,94.6001205444336,103.66951751709,3.89409995079041,81.2560181161085,,,6.90545810417572,73.7525685276011,659306928.0
Late-demographic dividend,8.51819703483594,31.2629920603267,3.17751274112688,12068.2132845942,96.5905914306641,101.822540283203,,92.9006037498223,,,5.20529779757495,77.0981546763765,2325328254.0
IDA total,8.21619710967436,21.3619259699232,4.31029853089058,1539.29371688164,68.8382568359375,98.1437683105469,3.37885999679566,73.3251282012221,,,5.03283381694065,64.0489235208186,1841755993.0
IDA only,9.52526628622843,22.4410885397632,4.39591712669399,1339.94195382428,69.4716491699219,102.310173034668,3.37885999679566,73.5368637801172,,,4.98009182157722,65.4160744865148,1232413083.0
IDA blend,6.37814695133351,,4.2154910324581,1942.51277029827,67.5332183837891,89.5606079101562,,72.9022673841887,,,5.14842501363786,61.2838224440537,609342910.0
IDA & IBRD total,8.64091108973855,26.9866542940415,3.65354606149431,6006.27309700773,84.9614562988281,101.600288391113,3.57999992370605,82.7812186958436,,,5.42348763382878,70.511910539194,6754104791.0
IBRD only,8.81109209279587,27.4588027392651,3.6016886245835,7681.29525722277,89.7009963989258,103.735008239746,3.64703989028931,90.1521860026588,,,5.5429437498218,72.9350464590903,4912348798.0
High income,7.35165155325364,34.006464700988,2.64158610536651,46165.6150408536,,99.8471603393555,,93.5705538200746,,,4.49389346917888,79.5021131471029,1395940386.0
Heavily indebted poor countries (HIPC),9.62147608489072,24.813296968635,4.79636099899177,1110.1304329994,65.2185211181641,101.547393798828,3.22449994087219,70.1332429865949,,,4.53413252881047,62.8432462611607,884288332.0
Fragile and conflict affected situations,9.50765742972832,,1.46339696745457,1913.3742283108,65.5553665161133,95.6986999511719,,65.2727596632094,,,5.75827706735074,61.7925883005562,1019145355.0
European Union,8.83369886749452,56.2882555878649,3.47865373531921,37466.6963511535,,101.298767089844,,91.9379860125216,,,6.1470759507747,80.8026211073853,447370551.0
Europe & Central Asia (IDA & IBRD countries),13.8522590144267,39.1889897183268,1.767977505166,11413.9150111898,99.3498229980469,99.5982894897461,4.69618535041809,92.7294183628263,,,5.59476712458669,73.9544949376725,457342249.0
Europe & Central Asia (excluding high income),13.8522590144267,41.1907868557768,3.07761568064204,7302.23861126112,99.3256912231445,100.247848510742,4.69618535041809,93.9292221665559,,,7.62118282348281,74.1065139397942,246915820.0
Europe & Central Asia,10.7805806758686,50.4319098820488,3.15749866416037,27567.4143997687,98.5410614013672,100.960960388184,,93.3234248371167,,,5.8173385447594,77.8413187004759,920988359.0
Euro area,8.47117645590892,55.079712726462,3.42612123895194,40835.654761862,,102.028732299805,,94.7796144551577,,,6.74582069126457,81.7013841071642,348331552.0
East Asia & Pacific (IDA & IBRD countries),5.51812928576938,24.9295310311675,3.41356550854968,10027.1765277205,,102.20532989502,3.09819376468658,90.0360031523434,,,4.2578627099005,76.210674453839,2103055378.0
East Asia & Pacific (excluding high income),5.46343652028003,24.9315265212476,3.41361786942464,9916.80434352001,,102.12483215332,3.09819376468658,88.7088607268191,,,4.23994599747616,76.1785115827895,2129094071.0
East Asia & Pacific,5.40874375479067,31.553891467659,2.88602957954214,12909.9187395962,,102.054550170898,3.40219378471375,89.2260230671842,,,4.10933492731637,76.902046062456,2375208613.0
Early-demographic dividend,7.19861615609867,28.5513349176282,5.58275972830056,4099.07591276369,80.828010559082,102.93920135498,3.69249999523163,86.6116697921523,,,5.63112979143557,69.3164374718329,3447398652.0
Central Europe and the Baltics,14.6081439492433,69.2061340728474,4.24707312691251,19414.7416594388,99.4275207519531,95.7385864257812,,83.3059519643709,,,4.00665167510362,76.7900832133555,100108262.0
Caribbean small states,6.19597434778739,,22.4782173424467,15296.212982156,,95.2372512817383,,84.9005436100558,,,10.7078632981246,71.0346770865606,3147057.0
Arab World,4.99502075060902,,5.79310898501694,7776.62937958481,75.1715316772461,89.5066223144531,,83.0195462125222,,,9.86965632118725,71.2272744547437,464684914.0
Africa Western and Central,7.96757361617945,,3.78448567787608,1788.8753472127,60.3126983642578,89.9530410766602,2.9284999370575,65.780375818597,,,3.7377655118933,57.626176164197,490330870.0
Africa Eastern and Southern,10.7737512242899,27.5953544697689,3.55442232938942,1642.43203899493,72.6004028320312,104.882606506348,4.2441201210022,70.700808266837,,,7.44822178624021,62.8990306485382,720859132.0
Cuba,,40.0139049760333,1.77485399483382,,,99.8729629516602,,99.0,,,1.254,78.155,11212191.0
South Sudan,-6.68732094212672,,,,,,,72.0,,,12.395,55.567,10913164.0
Virgin Islands (U.S.),,,,,,,,,,,12.669,80.319512195122,105413.0
"Venezuela, RB",,,,,97.5999984741211,,,68.0,,,5.747,71.105,28301696.0
Syrian Arab Republic,,,,,,74.367431640625,,41.0,,26.6,13.813,72.3,22125249.0
"Korea, Dem. People's Rep.",,,,,,,,0.0,,,2.965,73.578,26069416.0
Eritrea,,,,,,,,93.0,,,5.941,66.604,3684032.0
St. Martin (French part),,,,,,,,,,,,80.55,31791.0
San Marino,,,,,99.9147567749023,97.7879028320312,,91.0,,,,,33660.0
Northern Mariana Islands,,,,,,,,,,,,,49551.0
Isle of Man,,,,,,,,,,,,80.762,84519.0
Greenland,,,,,,,,,,,,71.5404878048781,56661.0
Gibraltar,,,,,,127.165351867676,,,,,,82.83,32649.0
British Virgin Islands,,,,,,101.18147277832,,,,,,76.373,31305.0
